安眠穴	anmianxue
消疳败毒散	xiaoganbaidusan
消疳散	xiaogansan
消谷	xiaogu
消谷丸	xiaoguwan
消核散	xiaohesan
消核丸	xiaohewan
哮吼	xiaohou
消肌	xiaoji
消积集香丸	xiaojijixiangwan
消积通经丸	xiaojitongjingwan
消积丸	xiaojiwan
消积正元散	xiaojizhengyuansan
消结神应丸	xiaojieshenyingwan
消咳喘糖浆	xiaokechuantangjiang
消渴方	xiaokefang
消疬丸	xiaoliwan
哮灵草	xiaolingcao
消瘤碧玉散	xiaoliubiyusan
小麦	xiaomai
消满	xiaoman
哮鸣	xiaoming
消凝大丸子	xiaoningdawanzi
消脾	xiaopi
消痞化积	xiaopihuaji
消痞丸	xiaopiwan
消癖丸	xiaopiwan
消气散	xiaoqisan
消乳	xiaoru
消乳汤	xiaorutang
消乳岩丸	xiaoruyanwan
消山虎	xiaoshanhu
消上	xiaoshang
消肾	xiaoshen
消石	xiaoshi
消食导滞	xiaoshidaozhi
消石矾石散	xiaoshifanshisan
消石丸	xiaoshiwan
消食丸	xiaoshiwan
消瘦	xiaoshou
消暑十全散	xiaoshushiquansan
消暑十全饮	xiaoshushiquanyin
消暑丸	xiaoshuwan
消栓口服液	xiaoshuankoufuye
消栓再造丸	xiaoshuanzaizaowan
消水	xiaoshui
消痰饼子	xiaotanbingzi
消痰平喘	xiaotanpingchuan
消痰软坚	xiaotanruanjian
消痰汤	xiaotantang
消息	xiaoxi
消下破血汤	xiaoxiapoxuetang
消心	xiaoxin
消血散	xiaoxuesan
消炎化毒汤	xiaoyanhuadutang
逍遥饮	xiaoyaoyin
逍遥竹	xiaoyaozhu
消翳复明膏	xiaoyifuminggao
消翳散	xiaoyisan
消瘿散	xiaoyingsan
消瘿五海饮	xiaoyingwuhaiyin
消痈散毒汤	xiaoyongsandutang
消痈散疖	xiaoyongsanjie
消痈汤	xiaoyongtang
消瘀荡秽汤	xiaoyudanghuitang
消瘀饮	xiaoyuyin
哮证	xiaozheng
消痔灵注射液	xiaozhilingzhusheye
消痔千金散	xiaozhiqianjinsan
消痔丸	xiaozhiwan
消中	xiaozhong
消中保中丸	xiaozhongbaozhongwan
消肿健脾汤	xiaozhongjianpitang
消肿散	xiaozhongsan
消肿生肌	xiaozhongshengji
消肿汤	xiaozhongtang
消肿止痛散	xiaozhongzhitongsan
消浊	xiaozhuo
泻火	xiehuo
邪气	xieqi
心火	xinhuo
心火盛	xinhuosheng
心热	xinre
心神不安	xinshenbuan
心痛	xintong
性能	xingneng
杏仁	xingren
兴阳	xingyang
胸部内伤	xiongbuneishang
胸发	xiongfa
胸骨	xionggu
胸骨肋断	xiongguleiduan
胸骨伤	xionggushang
胸汗	xionghan
胸满	xiongman
胸闷	xiongmen
胸凭仰息	xiongpingyangxi
胸脯骨	xiongpugu
胸锁关节脱位	xiongsuoguanjietuowei
胸锁骱	xiongsuojie
胸堂	xiongtang
胸膛	xiongtang
胸外心脏按摩术	xiongwaixinzanganmozhu
胸围	xiongwei
胸胁	xiongxie
胸胁满	xiongxieman
胸胁痛	xiongxietong
胸穴指压法	xiongxuezhiyafa
胸阳	xiongyang
胸膺	xiongying
胸俞十二穴	xiongyushierxue
胸中	xiongzhong
胸中烦热	xiongzhongfanre
胸中痞鞕	xiongzhongpibian
胸中痞硬	xiongzhongpiying
胸中热	xiongzhongre
胸中之府	xiongzhongzhifu
胸椎骨折	xiongzhuiguzhe
胸椎小关节错缝	xiongzhuixiaoguanjiecuofeng
绣花针	xiuhuazhen
袖口疳	xiukougan
羞明	xiuming
羞明怕热症	xiumingparezheng
羞明畏日	xiumingweiri
绣球草	xiuqiucao
绣球防风	xiuqiufangfeng
绣球风	xiuqiufeng
绣球丸	xiuqiuwan
绣球叶	xiuqiuye
袖珍本草隽	xiuzhenbencaojuan
袖珍方	xiuzhenfang
袖珍方大全	xiuzhenfangdaquan
徐安仁	xuanren
徐彪	xubiao
徐彬	xubin
徐成伯	xuchengbo
徐澄观	xuchengguan
徐春甫	xuchunfu
徐纯卿	xuchunqing
徐存诚	xucuncheng
徐大椿	xudachun
徐大业	xudaye
徐淡安	xudanan
徐道聪	xudaocong
徐道度	xudaodu
徐迪	xudi
徐杜真	xuduzhen
徐恩恭	xuengong
徐而疾则实	xuerjizeshi
徐发	xufa
徐芳洲	xufangzhou
徐凤石	xufengshi
徐复	xufu
徐疾补泻	xujibuxie
徐疾补泻法	xujibuxiefa
徐践	xujian
徐锦	xujin
徐克平	xukeping
徐可豫	xukeyu
徐灵胎	xulingtai
徐灵胎医略六书	xulingtaiyilueliushu
徐灵胎医学全书	xulingtaiyixuequanshu
顼颅	xulu
徐陆氏	xulushi
徐梦符	xumengfu
徐孟鲁	xumenglu
徐孟伦	xumenglun
徐孟恂	xumengxun
徐敏齐	xuminqi
徐批叶天士晚年方案真本	xupiyetianshiwannianfanganzhenben
徐谦	xuqian
徐秋夫	xuqiufu
徐镕	xurong
徐汝元	xuruyuan
徐若虚	xuruoxu
徐神翁	xushenweng
徐昇泰	xushengtai
虚实	xushi
徐师鲁	xushilu
徐士茂	xushimao
徐士明	xushiming
徐世平	xushiping
徐师曾	xushizeng|xushiceng
徐守贞	xushouzhen
徐枢	xushu
徐述	xushu
徐叔绍	xushushao
徐叔响	xushuxiang
徐嗣伯	xusibo
徐文伯	xuwenbo
徐文蔚	xuwenwei
徐文中	xuwenzhong
徐熙	xuxi
徐行	xuxing
徐雄	xuxiong
徐选	xuxuan
徐彦纯	xuyanchun
徐延赏	xuyanshang
徐用诚	xuyongcheng
徐用和	xuyonghe
徐用宣	xuyongxuan
徐悦	xuyue
徐陟	xuzhi
徐之才	xuzhicai
徐之范	xuzhifan
徐仲光	xuzhongguang
徐忠可	xuzhongke
徐子默	xuzimo
眩掉	xuandiao
玄感脉经	xuanganmaijing
玄胡当归散	xuanhudangguisan
玄精石	xuanjingshi
玄驹	xuanju
选录素问	xuanlusuwen
眩冒	xuanmao
玄门	xuanmen
玄冥	xuanming
玄牝	xuanpin
眩仆	xuanpu
痃气	xuanqi
玄参甘桔颗粒	xuanshenganjukeli
玄水	xuanshui
玄天	xuantian
玄武版	xuanwuban
玄武汤	xuanwutang
玄晏先生	xuanyanxiansheng
玄英石	xuanyingshi
眩晕	xuanyun
眩运	xuanyun
玄洲道人	xuanzhoudaoren
血崩	xuebeng
穴道	xuedao
穴会	xuehui
穴空	xuekong
血涩	xuese
穴腧都数	xueshudoushu
穴位	xuewei
穴位刺激结扎疗法	xueweicijijiezaliaofa
穴位磁疗法	xueweiciliaofa
穴位封闭疗法	xueweifengbiliaofa
穴位结扎疗法	xueweijiezaliaofa
穴位贴敷疗法	xueweitiefuliaofa
穴位压痛诊断法	xueweiyatongzhenduanfa
穴位注射疗法	xueweizhusheliaofa
穴俞	xueyu
血晕	xueyun
训疽	xunju
鸭公青	yagongqing
鸭怪	yaguai
鸭脚板	yajiaoban
鸭脚菜	yajiaocai
鸭脚草	yajiaocao
鸭脚木	yajiaomu
鸭脚皮	yajiaopi
鸭舌韦	yashewei
鸭溏	yatang
鸭仔菜	yazaicai
晏晡	yanbu
验齿	yanchi
验方	yanfang
验方新编	yanfangxinbian
盐肤丁	yanfuding
盐麸树白皮	yanfushubaipi
盐麸子根	yanfuzigen
艳红纹	yanhongwen
烟火丹	yanhuodan
盐卤中毒	yanluzhongdu
盐蜜煎	yanmijian
验膜	yanmo
盐盘	yanpan
艳山花	yanshanhua
厌食	yanshi
晏食	yanshi
验胎	yantai
燕窝	yanwo
盐哮	yanxiao
盐蒸	yanzheng
盐制	yanzhi
盐炙	yanzhi
胭脂菜	yanzhicai
烊化	yanghua
烊化兑入	yanghuaduiru
羊蹄	yangti
阳痿	yangwei
养心	yangxin
窈漏	yaolou
叶案存真类编	yeancunzhenleibian
也白头	yebaitou
叶抱枝	yebaozhi
叶传古	yechuangu
叶大椿	yedachun
叶大廉	yedalian
叶德徵	yedezheng
叶东卿	yedongqing
叶法善	yefashan
叶桂	yegui
叶后珠	yehouzhu
叶劲秋	yejinqiu
叶霖	yelin
叶慕樵	yemuqiao
叶其辉	yeqihui
叶秋渔	yeqiuyu
叶如庵	yeruan
叶汝楠	yerunan
叶上果	yeshangguo
叶上花	yeshanghua
叶上花根	yeshanghuagen
叶上珠根	yeshangzhugen
叶生根	yeshenggen
叶氏伏气解	yeshifuqijie
叶氏录验方	yeshiluyanfang
叶氏女科证治	yeshinvkezhengzhi
叶氏医案存真	yeshiyiancunzhen
叶天士	yetianshi
叶天士家传秘诀	yetianshijiachuanmijue
叶天士女科医案	yetianshinvkeyian
叶天士女科证治秘方	yetianshinvkezhengzhimifang
叶天士温热论	yetianshiwenrelun
叶天士医案	yetianshiyian
叶完初	yewanchu
叶文龄	yewenling
叶下白	yexiabai
叶下双桃	yexiashuangtao
叶向春	yexiangchun
叶香侣	yexianglv
叶香岩	yexiangyan
叶选医衡	yexuanyiheng
叶云龙	yeyunlong
叶志诜	yezhishen
叶子林	yezilin
叶子奇	yeziqi
叶子容	yezirong
叶子雨	yeziyu
益胆汤	yidantang
益欢散	yihuansan
益黄散	yihuangsan
益火消阴	yihuoxiaoyin
益火之源以消阴翳	yihuozhiyuanyixiaoyinyi
一剂	yiji
遗精	yijing
益母	yimu
益母艾	yimuai
益母草煎丸	yimucaojianwan
益母草子	yimucaozi
益母膏	yimugao
益母蒿	yimuhao
益母胜金丹	yimushengjindan
益母丸	yimuwan
益脾	yipi
益脾镇惊散	yipizhenjingsan
益气安神	yiqianshen
益气安神汤	yiqianshentang
益气补肺汤	yiqibufeitang
益气活血	yiqihuoxue
益气解表	yiqijiebiao
益气清金汤	yiqiqingjintang
益气摄精	yiqishejing
益气生肌	yiqishengji
益气疏风汤	yiqishufengtang
益气丸	yiqiwan
益气养血	yiqiyangxue
益气滋阴	yiqiziyin
益荣汤	yirongtang
益瞳丸	yitongwan
益胃升阳汤	yiweishengyangtang
益血丹	yixuedan
益血润肠丸	yixuerunchangwan
一阳	yiyang
一阴	yiyin
益阴肾气丸	yiyinshenqiwan
益阴汤	yiyintang
益营煎	yiyingjian
胰俞	yiyu
益元汤	yiyuantang
益智	yizhi
益智和中汤	yizhihezhongtang
益智散	yizhisan
益志汤	yizhitang
益智汤	yizhitang
益智子	yizhizi
胰子汤	yizitang
印疮	yinchuang
殷度卿	yinduqing
殷方山	yinfangshan
殷方叔	yinfangshu
殷浩	yinhao
阴户	yinhu
印机草	yinjicao
殷矩	yinju
阴门	yinmen
殷深源	yinshenyuan
阴水	yinshui
印堂疔	yintangding
印堂疽	yintangju
银杏	yinxing
阴阳	yinyang
阴液	yinye
殷元	yinyuan
氤氲汤	yinyuntang
氤氲之候	yinyunzhihou
氤氲之时	yinyunzhishi
殷仲春	yinzhongchun
殷仲堪	yinzhongkan
殷子严	yinziyan
莺翁	yingweng
莺爪风	yingzhaofeng
莹珠膏	yingzhugao
涌波翳	yongboyi
痈疮	yongchuang
用寒远寒	yonghanyuanhan
用夹法	yongjiafa
痈疽	yongju
痈疽逆证	yongjunizheng
痈疽神秘灸经	yongjushenmijiujing
痈疽神秘验方	yongjushenmiyanfang
痈疽神妙灸经	yongjushenmiaojiujing
痈疽顺证	yongjushunzheng
痈疽头痛眩晕	yongjutoutongxuanyun
痈疽五发	yongjuwufa
永类钤方	yongleiqianfang
用凉远凉	yongliangyuanliang
用六君子汤加减	yongliujunzitangjiajian
涌泉疽	yongquanju
涌泉脉	yongquanmai
涌泉散	yongquansan
涌泉痈	yongquanyong
用热远热	yongreyuanre
涌水	yongshui
涌痰醒脑	yongtanxingnao
涌吐禁例	yongtujinli
用温远温	yongwenyuanwen
用药法象	yongyaofaxiang
用药歌诀	yongyaogejue
用药禁忌	yongyaojinji
用药禁忌书	yongyaojinjishu
用药总论指南	yongyaozonglunzhinan
痈肿	yongzhong
右端正	youduanzheng
幼儿	youer
幼儿积聚	youerjiju
右痪	youhuan
右藉	youji
右间气	youjianqi
幼科痘疹金镜录	youkedouzhenjinjinglu
幼科发挥	youkefahui
幼科发挥大全	youkefahuidaquan
幼科汇编	youkehuibian
幼科集要	youkejiyao
幼科集腋	youkejiye
幼科良方	youkeliangfang
幼科入门	youkerumen
幼科三种	youkesanzhong
幼科释谜	youkeshimi
幼科铁镜	youketiejing
幼科推拿全书	youketuinaquanshu
幼科心法保赤存真	youkexinfabaochicunzhen
幼科心法集解	youkexinfajijie
幼科要略	youkeyaolue
幼科医学指南	youkeyixuezhinan
幼科杂病心法要诀	youkezabingxinfayaojue
幼科折衷	youkezhezhong
幼科证治大全	youkezhengzhidaquan
幼科证治准绳	youkezhengzhizhunsheng
幼科指南	youkezhinan
幼科直言	youkezhiyan
幼科准绳	youkezhunsheng
右枯	youku
右雀舌	youqueshe
由实转虚	youshizhuanxu
幼童	youtong
右胁痛	youxietong
右胁下痛	youxiexiatong
由虚转实	youxuzhuanshi
右旋藤	youxuanteng
右阴疮	youyinchuang
幼幼集	youyouji
幼幼集成	youyoujicheng
幼幼近编	youyoujinbian
幼幼心裁	youyouxincai
幼幼新书	youyouxinshu
幼幼指掌集成	youyouzhizhangjicheng
甴曱草	youyuecao
玉版	yuban
玉版论要篇	yubanlunyaopian
玉饼子	yubingzi
玉池	yuchi
玉池散	yuchisan
玉带草	yudaicao
玉带风	yudaifeng
玉丹	yudan
玉顶发	yudingfa
玉顶疽	yudingju
浴儿法	yuerfa
玉房俞	yufangyu
玉房蒸	yufangzheng
玉粉散	yufensan
玉粉丸	yufenwan
玉果	yuguo
玉海	yuhai
玉函方	yuhanfang
玉函经	yuhanjing
玉衡	yuheng
玉户	yuhu
玉蝴蝶	yuhudie
玉壶散	yuhusan
玉壶丸	yuhuwan
玉华煎	yuhuajian
玉华子	yuhuazi
玉环煎	yuhuanjian
玉环俞	yuhuanyu
玉肌散	yujisan
玉机真脏论篇	yujizhenzanglunpian
玉接骨	yujiegu
玉茎	yujing
玉郎鞭	yulangbian
玉理	yuli
玉粒分精	yulifenjing
玉粒分经	yulifenjing
玉梁骨	yulianggu
玉梁骨伤	yulianggushang
玉龙歌	yulongge
玉龙盘	yulongpan
玉露散	yulusan
玉麦须	yumaixu
玉门	yumen
玉门不闭	yumenbubi
玉米芯	yumixin
浴面	yumian
玉屏风口服液	yupingfengkoufuye
玉楸药解	yuqiuyaojie
玉泉	yuquan
玉泉散	yuquansan
玉容膏	yuronggao
玉容散	yurongsan
玉容丸	yurongwan
玉如意	yuruyi
玉蕊花	yuruihua
玉枢丹	yushudan
玉苏子	yusuzi
玉笋症	yusunzheng
玉衔	yuxian
浴香	yuxiang
玉屑无忧散	yuxiewuyousan
玉绣球	yuxiuqiu
玉钥匙	yuyaoshi
玉液丹	yuyedan
玉液煎	yuyejian
玉液散	yuyesan
玉翳浮睛	yuyifujing
玉翳浮满	yuyifuman
玉翳浮瞒	yuyifuman
玉翳遮睛	yuyizhejing
玉英	yuying
玉簪花根	yuzanhuagen
玉簪叶	yuzanye
玉枕骨	yuzhengu
玉枕疽	yuzhenju
玉真丸	yuzhenwan
玉柱骨	yuzhugu
玉柱骨折	yuzhuguzhe
玉烛汤	yuzhutang
玉竹饮子	yuzhuyinzi
袁班	yuanban
原病集	yuanbingji
原蚕沙	yuancansha
原蚕屎	yuancanshi
袁淳古	yuanchungu
原瘄要论	yuancuyaolun
袁大宣	yuandaxuan
原地踏步	yuanditabu
袁东	yuandong
原动物鉴定	yuandongwujianding
元府	yuanfu
圆红散	yuanhongsan
原机启微	yuanjiqiwei
圆镜	yuanjing
袁句	yuanju
原矿物鉴定	yuankuangwujianding
袁坤厚	yuankunhou
圆利针	yuanlizhen
原络配穴法	yuanluopeixuefa
圆明膏	yuanminggao
袁木	yuanmu
原平仲	yuanpingzhong
元气	yuanqi
原气之别	yuanqizhibie
袁秦邮	yuanqinyou
蚖青	yuanqing
袁仁	yuanren
原生	yuansheng
圆癣	yuanxuan
袁学渊	yuanxueyuan
鸳鸯草	yuanyangcao
鸳鸯豆	yuanyangdou
圆翳	yuanyi
圆翳内障	yuanyineizhang
圆翳外障	yuanyiwaizhang
圆针	yuanzhen
原植物鉴定	yuanzhiwujianding
圆蛛	yuanzhu
阅耕斋	yuegengzhai
月事	yueshi
孕悲	yunbei
孕妇背痛	yunfubeitong
孕妇尿出	yunfuniaochu
晕灸	yunjiu
晕厥	yunjue
孕脉	yunmai
晕痧	yunsha
孕痈	yunyong
晕针	yunzhen
孕珠	yunzhu
匝风	zafeng
匝舌喉风	zashehoufeng
匝舌痈	zasheyong
栽秧花	zaiyanghua
脏病及腑	zangbingjifu
脏病取原	zangbingquyuan
脏度	zangdu
脏毒	zangdu
脏毒下血	zangduxiaxue
脏腑辨证	zangfubianzheng
脏腑标本药式	zangfubiaobenyaoshi
脏腑各图	zangfugetu
脏腑兼病辨证	zangfujianbingbianzheng
脏腑娇嫩	zangfujiaonen
脏腑惊证	zangfujingzheng
脏腑图说	zangfutushuo
脏腑图说症治要言合璧	zangfutushuozhengzhiyaoyanhebi
脏腑相合	zangfuxianghe
脏腑性鉴	zangfuxingjian
脏腑蓄热	zangfuxure
脏腑证治图说人镜经	zangfuzhengzhitushuorenjingjing
脏腑之气	zangfuzhiqi
脏寒腹胀	zanghanfuzhang
脏寒泻	zanghanxie
脏会	zanghui
脏结	zangjie
脏厥	zangjue
脏连丸	zanglianwan
脏脉	zangmai
脏气	zangqi
脏气法时论篇	zangqifashilunpian
脏器疗法	zangqiliaofa
脏气清灵	zangqiqingling
脏头风	zangtoufeng
脏象	zangxiang
脏象学说	zangxiangxueshuo
脏行气于腑	zangxingqiyufu
脏俞五十穴	zangyuwushixue
脏真	zangzhen
燥火	zaohuo
燥剂	zaoji
燥热	zaore
早泄	zaoxie
贼风	zeifeng
贼风入腹	zeifengrufu
贼邪	zeixie
乍热	zhare
乍疏乍数	zhashuzhashu
站裆	zhandang
旃那叶	zhannaye
展阳神丹	zhanyangshendan
站桩功	zhanzhuanggong
浙江天目山药用植物志	zhejiangtianmushanyaoyongzhiwuzhi
浙桐皮	zhetongpi
者也	zheye
振埃	zhenai
振胞瘀痛	zhenbaoyutong
真产	zhenchan
振颤法	zhenchanfa
真搐	zhenchu
真喘	zhenchuan
真德秀	zhendexiu
振动法	zhendongfa
疹痘秘旨	zhendoumizhi
疹毒	zhendu
振法	zhenfa
真反	zhenfan
真诰	zhengao
真汞	zhengong
真功丹	zhengongdan
真骨	zhengu
砧骨	zhengu
真寒假热证	zhenhanjiarezheng
疹后肺痿	zhenhoufeiwei
疹后肺炎	zhenhoufeiyan
疹后肺痈	zhenhoufeiyong
疹后失音	zhenhoushiyin
真火	zhenhuo
疹筋	zhenjin
真金散	zhenjinsan
真景希	zhenjingxi
真景元	zhenjingyuan
真君妙贴散	zhenjunmiaotiesan
疹科类编	zhenkeleibian
振慄	zhenli
真脉	zhenmai
真气	zhenqi
真铅	zhenqian
真钦	zhenqin
真热假寒证	zhenrejiahanzheng
真人	zhenren
真人活命饮	zhenrenhuomingyin
真色	zhense
真实假虚证	zhenshijiaxuzheng
真水	zhenshui
振挺	zhenting
真头痛	zhentoutong
振颓汤	zhentuitang
振颓丸	zhentuiwan
真味	zhenwei
真息	zhenxi
真西山先生卫生歌	zhenxishanxianshengweishengge
真邪	zhenxie
真心跳	zhenxintiao
真虚假实证	zhenxujiashizheng
真眩运	zhenxuanyun
真牙	zhenya
真阳	zhenyang
真意	zhenyi
真阴	zhenyin
真阴不足	zhenyinbuzu
真阴内损失血	zhenyinneisunshixue
真应散	zhenyingsan
真元耗损喘	zhenyuanhaosunchuan
真元下虚	zhenyuanxiaxu
真元虚损疬	zhenyuanxusunli
真脏	zhenzang
真脏脉	zhenzangmai
真脏色	zhenzangse
真中	zhenzhong
真中风	zhenzhongfeng
振中汤	zhenzhongtang
真珠	zhenzhu
真珠草	zhenzhucao
真珠花	zhenzhuhua
真珠母	zhenzhumu
真珠母丸	zhenzhumuwan
真珠散	zhenzhusan
真珠丸	zhenzhuwan
真珠翳	zhenzhuyi
正柴胡饮	zhengchaihuyin
正产	zhengchan
正常舌象	zhengchangshexiang
正对口疔	zhengduikouding
症方发明	zhengfangfaming
正风	zhengfeng
正奉上太医	zhengfengshangtaiyi
正副夹缚法	zhengfujiafufa
正宫	zhenggong
正骨	zhenggu
正骨八法	zhenggubafa
正骨范	zhenggufan
正骨科	zhengguke
正骨疗法	zhengguliaofa
正骨麻药方	zhenggumayaofang
正骨手法	zhenggushoufa
正骨手法略要	zhenggushoufalueyao
正骨推拿	zhenggutuina
正骨心法要旨	zhengguxinfayaozhi
正骨学	zhengguxue
正骨紫金丹	zhengguzijindan
正骨紫金丸	zhengguzijinwan
正化	zhenghua
正黄疸	zhenghuangdan
正角	zhengjiao
正经	zhengjing
正静定	zhengjingding
正漏	zhenglou
正念	zhengnian
正疟	zhengnue
正气	zhengqi
正气散	zhengqisan
正气汤	zhengqitang
正容汤	zhengrongtang
正色	zhengse
正商	zhengshang
正伤寒	zhengshanghan
正舌散	zhengshesan
正水	zhengshui
正岁	zhengsui
正体	zhengti
正头痛	zhengtoutong
正邪	zhengxie
正邪分争	zhengxiefenzheng
正心汤	zhengxintang
正性	zhengxing
正虚邪恋	zhengxuxielian
正虚邪实	zhengxuxieshi
正阳散	zhengyangsan
正一丹	zhengyidan
症因脉治	zhengyinmaizhi
正羽	zhengyu
正元丹	zhengyuandan
正元汤	zhengyuantang
正元饮	zhengyuanyin
正徵	zhengzheng
正治法	zhengzhifa
症治要言	zhengzhiyaoyan
症状	zhengzhuang
脂肥	zhifei
致和汤	zhihetang
脂积丸	zhijiwan
脂瘕	zhijia
脂瘕方	zhijiafang
脂瘤	zhiliu
脂麻秸	zhimajie
汁沫	zhimo
脂人	zhiren
脂塞不孕	zhisaibuyun
中风	zhongfeng
中侯	zhonghou
重身	zhongshen
中暑	zhongshu
衷中参西录	zhongzhongcanxilu
皱脚	zhoujiao
皱面草	zhoumiancao
皱血丸	zhouxuewan
皱叶芥	zhouyejie
诸病论	zhubinglun
诸病源候论	zhubingyuanhoulun
诸病源候总论	zhubingyuanhouzonglun
珠参	zhucan
诸虫	zhuchong
诸疮一扫光	zhuchuangyisaoguang
珠村草堂医案	zhucuncaotangyian
逐呆仙丹	zhudaixiandan
珠顶	zhuding
逐风汤	zhufengtang
诸腑心痛	zhufuxintong
主辅佐使	zhufuzuoshi
诸葛菜	zhugecai
诸葛草	zhugecao
诸葛行军散	zhugexingjunsan
诸葛颍	zhugeying
术桂汤	zhuguitang
逐寒荡惊汤	zhuhandangjingtang
诸寒之而热者取之阴	zhuhanzhierrezhequzhiyin
珠黄散	zhuhuangsan
逐火丹	zhuhuodan
诸菌中毒	zhujunzhongdu
主客	zhuke
主客配穴法	zhukepeixuefa
诸脉主病诗	zhumaizhubingshi
术米汤	zhumitang
主气	zhuqi
诸热之而寒者取之阳	zhurezhierhanzhequzhiyang
逐日经来	zhurijinglai
侏儒	zhuru
主色	zhuse
朱砂拌茯神	zhushabanfushen
诸伤	zhushang
疰市	zhushi
术数	shushu|zhushu
逐水法	zhushuifa
逐水剂	zhushuiji
术汤	zhutang
珠突出眶证	zhutuchukuangzheng
疰痖	zhuya
助阳	zhuyang
诸阳之会	zhuyangzhihui
主药	zhuyao
诸余龄	zhuyuling
逐瘀止血汤	zhuyuzhixuetang
逐月养胎	zhuyueyangtai
主运	zhuyun
诸真圣胎神用诀	zhuzhenshengtaishenyongjue
诸真玄奥集成	zhuzhenxuanaojicheng
主证	zhuzheng
诸证提纲	zhuzhengtigang
珠中气动	zhuzhongqidong
抓痕	zhuahen
转筋	zhuanjin
壮阳	zhuangyang
准头	zhuntou
捉虎丹	zhuohudan
浊气	zhuoqi
资成汤	zichengtang
资脉	zimai
子门	zimen
子鸣	ziming
子气	ziqi
资生健脾丸	zishengjianpiwan
资生廓	zishengkuo
资生肾气丸	zishengshenqiwan
资生汤	zishengtang
资生通脉散	zishengtongmaisan
资寿解语汤	zishoujieyutang
紫菀花	ziwanhua
紫血	zixue
钻齿疳	zuanchigan
钻牙疳	zuanyagan
左慈丸	zuociwan
左端正	zuoduanzheng
左颊右颊	zuojiayoujia
左间气	zuojianqi
左经丸	zuojingwan
左壳	zuoke
左牡蛎	zuomuli
左扭	zuoniu
左偏枯	zuopianku
左秦艽	zuoqinjiao
左雀舌	zuoqueshe
座舌莲花	zuoshelianhua
左肾右命	zuoshenyouming
左瘫右痪	zuotanyouhuan
左歪	zuowai
左维垣	zuoweiyuan
左胁痛	zuoxietong
左阴疮	zuoyinchuang
左右串	zuoyouchuan
左右搭	zuoyouda
左右开弓	zuoyoukaigong
左右配穴法	zuoyoupeixuefa
