阿鼻	abi
厌离心	yanlixin
阎罗卒	yanluozu
雁门周续之	yanmenzhouxuzhi
严敏卿	yanminqing
延命地藏	yanmingdizang
延命法	yanmingfa
琰魔界	yanmojie
琰魔使	yanmoshi
焰摩天	yanmotian
阎魔王	yanmowang
琰魔王	yanmowang
阎魔卒	yanmozu
阎牟那河	yanmounahe
延年转寿	yannianzhuanshou
演培	yanpei
演培法师	yanpeifashi
阎婆罗达耶怛特罗	yanpoluodayedateluo
眼前文殊菩提心	yanqianwenshuputixin
颜清臣	yanqingchen
厌求	yanqiu
言诠	yanquan
言诠中道	yanquanzhongdao
严讱公继室江氏	yanrengongjishijiangshi
演如	yanru
眼入	yanru
雁山能仁元禅师	yanshannengrenyuanchanshi
颜尚文	yanshangwen
严饰	yanshi
厌世	yanshi
眼识	yanshi
延寿	yanshou
延寿禅师	yanshouchanshi
延寿堂	yanshoutang
言说	yanshuo
严挺之	yantingzhi
岩头豁禅师	yantouhuochanshi
岩头全奯禅师	yantouquanhuochanshi
阎王	yanwang
偃溪广闻师	yanxiguangwenshi
延喜瑢禅师	yanxirongchanshi
偃溪闻	yanxiwen
言下合无生	yanxiahewusheng
验相	yanxiang
言行恒时随顺友	yanxinghengshisuishunyou
颜延年	yanyannian
掩腋衣	yanyeyi
延应庵华禅师	yanyinganhuachanshi
言语道断心行处灭	yanyudaoduanxinxingchumie
延沼禅师	yanzhaochanshi
延沼法师	yanzhaofashi
颜真卿居士	yanzhenqingjushi
严仲悫	yanzhongque
颜宗养	yanzongyang
宴坐	yanzuo
仰安	yangan
杨白衣居士	yangbaiyijushi
杨邦华	yangbanghua
羊车	yangche
杨次公	yangcigong
杨大年	yangdanian
杨德能	yangdeneng
仰兑	yangdui
阳顿	yangdun
杨管北居士	yangguanbeijushi
杨圭	yanggui
杨龟山	yangguishan
央衮巴坚赞华	yanggunbajianzanhua
杨惠南	yanghuinan
央坚智白多杰	yangjianzhibaiduojie
央金珠白多杰	yangjinzhubaiduojie
鸯掘多罗国	yangjueduoluoguo
央掘摩罗	yangjuemoluo
央掘魔罗经	yangjuemoluojing
央蕾威	yangleiwei
杨琏真加	yanglianzhenjia
杨柳轻摆垂岸枝	yangliuqingbaichuianzhi
养鸬彻定	yanglucheding
羊鹿牛车	yangluniuche
杨岐禅师	yangqichanshi
杨岐方会禅师	yangqifanghuichanshi
杨岐方会和尚语录	yangqifanghuiheshangyulu
杨岐会禅师	yangqihuichanshi
杨岐派	yangqipai
杨歧山方会禅师	yangqishanfanghuichanshi
杨仁山	yangrenshan
仰山佛智熙禅师	yangshanfozhixichanshi
仰山惠寂禅师	yangshanhuijichanshi
仰山慧寂禅师	yangshanhuijichanshi
仰山伟禅师	yangshanweichanshi
杨苕华	yangshaohua
羊叔子	yangshuzi
养叟宗颐	yangsouzongyi
扬唐仁波切	yangtangrenboqie
杨铁崖	yangtieya
杨文公	yangwengong
杨文会	yangwenhui
杨文会居士	yangwenhuijushi
杨无为	yangwuwei
杨选一妻	yangxuanyiqi
杨炫之	yangxuanzhi
坱圠	yangya
阳焰	yangyan
杨亿居士	yangyijushi
杨郁文	yangyuwen
杨越公	yangyuegong
杨允真	yangyunzhen
仰瞻贤哲	yangzhanxianzhe
杨贞复	yangzhenfu
杨政河	yangzhenghe
扬枝甘露照月沙	yangzhiganluzhaoyuesha
杨枝净水赞	yangzhijingshuizan
药叉	yaocha
要发愿	yaofayuan
要立志	yaolizhi
姚孟长	yaomengchang
姚婆	yaopo
药山禅师惟俨	yaoshanchanshiweiyan
药山惟侣禅师	yaoshanweilvchanshi
药山惟俨禅师	yaoshanweiyanchanshi
药师	yaoshi
药师佛心咒	yaoshifoxinzhou
药师灌顶真言	yaoshiguandingzhenyan
药师灌顶咒	yaoshiguandingzhou
药师光如来心咒	yaoshiguangrulaixinzhou
药师偈	yaoshiji
药师琉璃光佛	yaoshiliuliguangfo
药师琉璃光如来	yaoshiliuliguangrulai
药师琉璃光如来本愿功德经	yaoshiliuliguangrulaibenyuangongdejing
药师琉璃光如来灌顶真言	yaoshiliuliguangrulaiguandingzhenyan
药师琉璃光如来灌顶咒	yaoshiliuliguangrulaiguandingzhou
药师如来	yaoshirulai
药师如来赞	yaoshirulaizan
药师三尊	yaoshisanzun
药师十二誓愿	yaoshishiershiyuan
药师寺	yaoshisi
摇树扫叶	yaoshusaoye
药树王身	yaoshuwangshen
药王菩萨	yaowangpusa
药王寺念佛堂	yaowangsinianfotang
姚玉庆	yaoyuqing
要正信	yaozhengxin
药珠二身	yaozhuershen
药足	yaozu
叶阿月	yeayue
业报	yebao
业报身	yebaoshen
夜不倒单	yebudaodan
夜叉罗刹	yechaluocha
夜船闲话	yechuanxianhua
业方	yefang
业风	yefeng
业感	yegan
业感缘起	yeganyuanqi
叶恭绰居士	yegongchuojushi
业果	yeguo
业海	yehai
野狐禅	yehuchan
野狐身	yehushen
业际颠倒	yejidiandao
业镜	yejing
也就是说行持一切善法	yejiushishuoxingchiyiqieshanfa
也来无所心	yelaiwusuoxin
业力	yeli
业力深重	yelishenzhong
业轮	yelun
耶律楚材	yelvchucai
耶律晋卿	yelvjinqing
叶曼	yeman
叶敏居士	yeminjushi
也明方寸舒	yemingfangcunshu
夜摩	yemo
夜摩卢迦	yemolujia
夜摩天	yemotian
叶飘湖面月落痕	yepiaohumianyueluohen
夜柔吠陀	yeroufeituo
耶若婆佉	yeruopoqu
业识	yeshi
也是非修心	yeshifeixiuxin
也是一弹指	yeshiyitanzhi
也是因果缘	yeshiyinguoyuan
业首	yeshou
耶输多罗	yeshuduoluo
叶舒祺	yeshuqi
耶输陀罗	yeshutuoluo
叶水心	yeshuixin
业通	yetong
耶吾布美	yewubumei
业系	yexi
叶县省	yexiansheng
业消	yexiao
叶小鸾	yexiaoluan
也协沃	yexiewo
叶衣佛母心咒	yeyifomuxinzhou
也依旧	yeyijiu
业因	yeyin
业因果	yeyinguo
也应该随行修学	yeyinggaisuixingxiuxue
业有	yeyou
业缘	yeyuan
业障	yezhang
耶遮文约	yezhewenyue
叶子闻香止步走	yeziwenxiangzhibuzou
易庵法师	yianfashi
异安心	yianxin
一百七十三相	yibaiqishisanxiang
义褒	yibao
依报	yibao
一本十支	yibenshizhi
一本体	yibenti
一遍上人语录	yibianshangrenyulu
衣钵	yibo
衣钵簿	yibobu
依般若波罗蜜多故	yiboreboluomiduogu
异部宗轮论	yibuzonglunlun
义操	yicao
一草一木平常心	yicaoyimupingchangxin
一刹	yicha
一刹那	yichana
一刹那而已	yichanaeryi
一阐提	yichanti
一阐提迦	yichantijia
一超直入	yichaozhiru
义谌	yichen
一尘不染证禅心	yichenburanzhengchanxin
一尘法界	yichenfajie
一尘一劫波	yichenyijiebo
一乘	yicheng
意成	yicheng
一诚法师	yichengfashi
乙成法师	yichengfashi
一乘戒坛院	yichengjietanyuan
一乘经	yichengjing
一乘究竟教	yichengjiujingjiao
一乘决疑论	yichengjueyilun
一乘菩提	yichengputi
意成身	yichengshen
一乘思想	yichengsixiang
疑城胎宫	yichengtaigong
一乘心法	yichengxinfa
一乘要决	yichengyaojue
一成一切成	yichengyiqiecheng
一乘院	yichengyuan
一乘圆教	yichengyuanjiao
一乘真实	yichengzhenshi
一乘之机	yichengzhiji
一持	yichi
忆持	yichi
义楚	yichu
一初元禅师语录	yichuyuanchanshiyulu
意传加持	yichuanjiachi
一锤托成	yichuituocheng
义存	yicun
义存禅师	yicunchanshi
义存法师	yicunfashi
已达大德	yidadade
一大劫	yidajie
一大事因缘	yidashiyinyuan
一代教	yidaijiao
一代五时佛法	yidaiwushifofa
一刀三礼	yidaosanli
一道无为心	yidaowuweixin
一灯	yideng
一谛	yidi
一地菩萨	yidipusa
意定	yiding
一冻绍滴	yidongshaodi
一断一切断	yiduanyiqieduan
一多法界	yiduofajie
一多相容不同门	yiduoxiangrongbutongmen
衣法	yifa
一法	yifa
依法不依人	yifabuyiren
一法界	yifajie
一法界心	yifajiexin
一法钦禅师	yifaqinchanshi
一法印	yifayin
异反体	yifanti
异方便	yifangbian
医方明	yifangming
仪丰禅师	yifengchanshi
一佛乘	yifocheng
一佛净土	yifojingtu
一佛世界	yifoshijie
一佛土	yifotu
以佛为师	yifoweishi
义福	yifu
疑盖	yigai
意根	yigen
一贯别传	yiguanbiezhuan
一关逵	yiguankui
义广	yiguang
仪光	yiguang
一光三尊	yiguangsanzun
仪轨	yigui
依果	yiguo
一行阿阇黎	yixingaduli|yihangasheli
一行禅师	yixingchanshi|yihangchanshi
一行三昧	yihangsanmei|yixingsanmei
一行一切行	yihangyiqiexing
一合相	yihexiang
依怙	yihu
依祜	yihu
一化	yihua
一花便现一世界	yihuabianxianyishijie
一化五味之教	yihuawuweizhijiao
义怀禅师	yihuaichanshi
义怀法师	yihuaifashi
义辉	yihui
疑悔	yihui
一回忌	yihuiji
义寂	yiji
一即六	yijiliu
一髻母	yijimu
一即三	yijisan
一即一切	yijiyiqie
一髻尊陀罗尼经	yijizuntuoluonijing
一假一切假	yijiayiqiejia
一家一宗制	yijiayizongzhi
疑见	yijian
依教奉行	yijiaofengxing
遗教三经	yijiaosanjing
一角仙	yijiaoxian
依教修行	yijiaoxiuxing
疑结	yijie
已今当	yijindang
译经	yijing
义净	yijing
依经	yijing
依经不依论	yijingbuyilun
一境三谛	yijingsandi
义净三藏法师	yijingsanzangfashi
一境四心	yijingsixin
一经通	yijingtong
译经院	yijingyuan
一九之教	yijiuzhijiao
一九之生	yijiuzhisheng
一句佛	yijufo
一句弥陀号	yijumituohao
一句名号境	yijuminghaojing
依靠何者速解脱	yikaohezhesujietuo
依靠戒定慧	yikaojiedinghui
依靠六度	yikaoliudu
一空	yikong
一空一切空	yikongyiqiekong
一口吸尽西江水	yikouxijinxijiangshui
一来果	yilaiguo
一来向	yilaixiang
伊烂拏钵伐多国	yilannabofaduoguo
义朗	yilang
意乐	yile
一历耳根	yiliergen
一莲便生	yilianbiansheng
意轮	yilun
一轮明月照我家	yilunmingyuezhaowojia
伊罗钵多罗龙王	yiluoboduoluolongwang
伊罗婆那龙象王	yiluoponalongxiangwang
伊吕波歌	yilvboge
意马	yima
以盲引盲	yimangyinmang
一枚起请文	yimeiqiqingwen
一门普门	yimenpumen
一门深入	yimenshenru
意密	yimi
一面二臂	yimianerbi
一面四臂	yimiansibi
一灭	yimie
遗民居士刘程之	yiminjushiliuchengzhi
一明	yiming
一名无量义	yimingwuliangyi
宜默不宜喧	yimobuyixuan
一衲	yina
一念	yinian
一念不生	yinianbusheng
一念分明是	yinianfenmingshi
以念佛心证无生忍	yinianfoxinzhengwushengren
一念即本怀	yinianjibenhuai
一念三千	yiniansanqian
一念随喜	yiniansuixi
一念万年	yinianwannian
忆念文殊	yinianwenshu
一念相应	yinianxiangying
一念信解	yinianxinjie
一念业成	yinianyecheng
一念义	yinianyi
异品遍无性	yipinbianwuxing
衣蒲童子	yiputongzi
一气才和万物春	yiqicaihewanwuchun
一期无常	yiqiwuchang
一切法	yiqiefa
一切法第一彼岸	yiqiefadiyibian
一切法高王经	yiqiefagaowangjing
一切分别	yiqiefenbie
一切功德庄严王经	yiqiegongdezhuangyanwangjing
一切皆禅	yiqiejiechan
一切皆成	yiqiejiecheng
一切皆空	yiqiejiekong
一切经	yiqiejing
一切经音义	yiqiejingyinyi
一切漏经	yiqieloujing
一切如来金刚寿命陀罗尼经	yiqierulaijingangshoumingtuoluonijing
一切善见律注	yiqieshanjianlvzhu
一切时	yiqieshi
一箧四蛇	yiqiesishe
一切万法	yiqiewanfa
一切唯心造	yiqieweixinzao
一切现成	yiqiexiancheng
一切显宗	yiqiexianzong
一切行苦	yiqiexingku
一切义成	yiqieyicheng
一切有部	yiqieyoubu
一切有情	yiqieyouqing
一切有为	yiqieyouwei
一切智	yiqiezhi
一切智藏	yiqiezhicang
一切智地	yiqiezhidi
一切智人	yiqiezhiren
一切智忍	yiqiezhiren
一切智无所畏	yiqiezhiwusuowei
一切智相	yiqiezhixiang
一切智者	yiqiezhizhe
一切众生	yiqiezhongsheng
一切众生性清净	yiqiezhongshengxingqingjing
一切种识	yiqiezhongshi
一切诸法	yiqiezhufa
一切诸佛	yiqiezhufo
一切诸佛秘藏之法	yiqiezhufomicangzhifa
一切诸佛所护念经	yiqiezhufosuohunianjing
义青	yiqing
一清禅师	yiqingchanshi
义青法师	yiqingfashi
义趣	yiqu
一人食羊	yirenshiyang
一日春风起	yirichunfengqi
一日经	yirijing
一日三时	yirisanshi
一日同风孤日起	yiritongfengguriqi
一如	yiru
一如顿证	yirudunzheng
意三	yisan
一三昧	yisanmei
一三权实	yisanquanshi
一色一香无非中道	yiseyixiangwufeizhongdao
一杀多生	yishaduosheng
一山宁禅师	yishanningchanshi
一山派	yishanpai
仪山善来	yishanshanlai
一山一宁	yishanyining
伊山祖安	yishanzuan
伊舍那天	yishenatian
以深信愿持佛名号	yishenxinyuanchifominghao
异生	yisheng
一生补处	yishengbuchu
异生羝羊心	yishengdiyangxin
一声定能净土长	yishengdingnengjingtuchang
一声佛号一声心	yishengfohaoyishengxin
一生果遂	yishengguosui
意生化身	yishenghuashen
一声弥陀也如此	yishengmituoyeruci
一声弥陀自然留	yishengmituoziranliu
一生入妙觉	yishengrumiaojue
意生身	yishengshen
一生万千	yishengwanqian
异生性	yishengxing
已生者	yishengzhe
译师	yishi
一食	yishi
一实	yishi
依师	yishi
疑使	yishi
一实乘	yishicheng
异时而熟	yishiershu
一实观	yishiguan
伊师迦草	yishijiacao
伊师迦山	yishijiashan
一室六窗	yishiliuchuang
一实无相	yishiwuxiang
一实相	yishixiang
一实相印	yishixiangyin
一实圆乘	yishiyuancheng
一实圆顿	yishiyuandun
一实圆宗	yishiyuanzong
驿使暂停花下骑	yishizantinghuaxiaqi
异熟	yishu
异熟果	yishuguo
异熟生	yishusheng
异熟识	yishushi
异熟因	yishuyin
异熟障	yishuzhang
一说部	yishuobu
一四句偈	yisijuji
一四天下	yisitianxia
一丝文守	yisiwenshou
依他	yita
依他起性	yitaqixing
依他十喻	yitashiyu
依他自性	yitazixing
一弹指	yitanzhi
义堂昌硕	yitangchangshuo
奕堂旃崖	yitangzhanya
依藤证信	yitengzhengxin
一体	yiti
一体三宝	yitisanbao
义天	yitian
义天僧统	yitiansengtong
一庭融顿	yitingrongdun
义通	yitong
依通	yitong
义通法师	yitongfashi
一万数	yiwanshu
医王	yiwang
医王善逝	yiwangshanshi
一味禅	yiweichan
一微尘	yiweichen
一味喜欢	yiweixihuan
一为异体	yiweiyiti
一味蕴	yiweiyun
依文解意	yiwenjieyi
亦无老死尽	yiwulaosijin
以无所得故	yiwusuodegu
一无所证	yiwusuozheng
亦无无明尽	yiwuwumingjin
意希班觉	yixibanjue
益西崩巴	yixibengba
移喜蹉嘉	yixicuojia
移喜磋嘉佛母	yixicuojiafomu
一袭衲衣	yixinayi
一袭纳衣	yixinayi
益西彭措堪布	yixipengcuokanbu
益西彭措上师讲授	yixipengcuoshangshijiangshou
一溪如公	yixirugong
益西旺秋	yixiwangqiu
移喜忠奴	yixizhongnu
一夏	yixia
一夏九旬	yixiajiuxun
夷夏论	yixialun
一相	yixiang
义湘	yixiang
异相	yixiang
一向一揆	yixiangyikui
一相智	yixiangzhi
一向专修	yixiangzhuanxiu
一向宗	yixiangzong
一小劫	yixiaojie
一些业	yixieye
一心不乱	yixinbuluan
一心禅师	yixinchanshi
一心称名	yixinchengming
一心归命	yixinguiming
一心合掌	yixinhezhang
一心若不乱	yixinruobuluan
一心三观	yixinsanguan
一心三惑	yixinsanhuo
一心三智	yixinsanzhi
易行道	yixingdao
一性皆成	yixingjiecheng
一休吃蜜	yixiuchimi
一宿觉	yixiujue
一休晒藏经	yixiushaicangjing
一宿圣	yixiusheng
一休与五休	yixiuyuwuxiu
一休宗纯	yixiuzongchun
义宣	yixuan
义玄	yixuan
义玄禅师	yixuanchanshi
义玄法师	yixuanfashi
意学	yixue
异雪庆珠	yixueqingzhu
一业	yiye
意业	yiye
伊叶波罗	yiyeboluo
一夜寒冷无	yiyehanlengwu
一业所感	yiyesuogan
一叶知秋风知月	yiyezhiqiufengzhiyue
一异	yiyi
宜意	yiyi
依义不依语	yiyibuyiyu
亦以金	yiyijin
以一念而除众念	yiyinianerchuzhongnian
一义无量名	yiyiwuliangming
一印会	yiyinhui
一优陀那	yiyoutuona
倚遇	yiyu
义渊	yiyuan
依圆	yiyuan
一愿建立	yiyuanjianli
一源宁公	yiyuanninggong
一月三身	yiyuesanshen
意在钁头边	yizaijuetoubian
遗则	yize
一掌婆	yizhangpo
一朝顿悟转乾坤	yizhaodunwuzhuanqiankun
以这个思维	yizhegesiwei
一真	yizhen
一真地	yizhendi
一真法界	yizhenfajie
一真如	yizhenru
一真无为	yizhenwuwei
一真一切真	yizhenyiqiezhen
依正	yizheng
依正不二门	yizhengbuermen
依正二报	yizhengerbao
一智	yizhi
依止	yizhi
依止阿阇梨	yizhiasheli
以指标月	yizhibiaoyue
一指禅	yizhichan
已知根	yizhigen
依止善知识	yizhishanzhishi
依止甚深	yizhishenshen
依止他	yizhita
义忠	yizhong
一中劫	yizhongjie
一中一切中	yizhongyiqiezhong
一州正伊	yizhouzhengyi
一转语	yizhuanyu
一字不说	yizibushuo
一字禅	yizichan
一子地	yizidi
一字佛顶轮王经	yizifodinglunwangjing
一字金轮	yizijinlun
伊字三点	yizisandian
一字三礼	yizisanli
一字文殊	yiziwenshu
一字咒	yizizhou
一宗构	yizonggou
一祖摩诃迦叶尊者	yizumohejiayezunzhe
一镞破三关	yizuposanguan
忆昨蓬莱宫	yizuopenglaigong
衣座室三轨	yizuoshisangui
阴藏	yincang
银川市海宝塔寺	yinchuanshihaibaotasi
因此得人身	yinciderenshen
因此首先在	yincishouxianzai
因此我们就是有些修行人	yinciwomenjiushiyouxiexiuxingren
印打菩提	yindaputi
因地	yindi
因地从缘起	yindicongyuanqi
因地果还生	yindiguohaisheng
因地华生生	yindihuashengsheng
因地种花生	yindizhonghuasheng
印度	yindu
印度佛教慈恩会	yindufojiaocienhui
印度佛教协会	yindufojiaoxiehui
印度文献史	yinduwenxianshi
因法	yinfa
隐峰	yinfeng
隐峰禅师	yinfengchanshi
引拂舞	yinfuwu
银阁寺	yingesi
印光	yinguang
饮光部	yinguangbu
印光大师	yinguangdashi
印光法师	yinguangfashi
因果	yinguo
引果	yinguo
因果报应	yinguobaoying
因果不二门	yinguobuermen
因果不虚	yinguobuxu
因果法门	yinguofamen
印海	yinhai
印海法师	yinhaifashi
印坏文成	yinhuaiwencheng
印简	yinjian
印简禅师	yinjianchanshi
音教	yinjiao
阴界	yinjie
淫戒	yinjie
音节点	yinjiedian
因竭陀尊者	yinjietuozunzhe
饮酒戒	yinjiujie
饮酒十过	yinjiushiguo
隐居地方	yinjudifang
印可	yinke
引路菩萨	yinlupusa
因论	yinlun
银轮王	yinlunwang
因门六义	yinmenliuyi
隐秘念佛	yinminianfo
印明	yinming
因明	yinming
因明八门	yinmingbamen
因明入正理论	yinmingruzhenglilun
因明入正理论疏	yinmingruzhenglilunshu
因名显真理	yinmingxianzhenli
因明学	yinmingxue
因明义断	yinmingyiduan
因明正理门论	yinmingzhenglimenlun
阴魔	yinmo
因能变	yinnengbian
印尼佛教	yinnifojiao
印契	yinqi
引磬	yinqing
因人	yinren
引人入胜难填欲	yinrenrushengnantianyu
印融	yinrong
阴入界	yinrujie
音若起时却雷鸣	yinruoqishiqueleiming
隐山惟琰	yinshanweiyan
音声佛事	yinshengfoshi
引声念佛	yinshengnianfo
因事复生理	yinshifushengli
饮食供养	yinshigongyang
隐士李源	yinshiliyuan
尹师鲁	yinshilu
因十四过	yinshisiguo
殷时训	yinshixun
饮食欲	yinshiyu
印顺	yinshun
印顺法师	yinshunfashi
印肃	yinsu
印肃禅师	yinsuchanshi
因陀罗	yintuoluo
因陀罗布底	yintuoluobudi
因陀啰部底王	yintuoluobudiwang
因陀罗窟	yintuoluoku
因陀罗网	yintuoluowang
阴妄一念	yinwangyinian
因位	yinwei
因为阿其	yinweiaqi
隐显即本法	yinxianjibenfa
鄞县周婆	yinxianzhoupo
印相	yinxiang
隐形法	yinxingfa
因修	yinxiu
引业	yinye
殷殷兰亭	yinyinlanting
淫欲	yinyu
因与缘	yinyuyuan
因缘	yinyuan
因缘变	yinyuanbian
隐元道显	yinyuandaoxian
因缘观	yinyuanguan
因圆果满	yinyuanguoman
因缘和合	yinyuanhehe
因缘聚合	yinyuanjuhe
因缘具足	yinyuanjuzu
隐元隆琦	yinyuanlongqi
因缘能发萌	yinyuannengfameng
因缘品	yinyuanpin
因缘殊胜本难得	yinyuanshushengbennande
因缘所成	yinyuansuocheng
因缘性	yinyuanxing
因缘依	yinyuanyi
因真说有理	yinzhenshuoyouli
殷重	yinzhong
殷中军	yinzhongjun
因中无果	yinzhongwuguo
因中有果	yinzhongyouguo
印咒	yinzhou
印宗	yinzong
印祖	yinzu
引座	yinzuo
应庵禅师	yinganchanshi
应庵昙华禅师	yingantanhuachanshi
英辩	yingbian
英禅师	yingchanshi
影尘回忆录	yingchenhuiyilu
应成派	yingchengpai
应慈法师	yingcifashi
应端	yingduan
应法	yingfa
应反观内心	yingfanguanneixin
应干	yinggan
应供	yinggong
应供正等觉	yinggongzhengdengjue
应果	yingguo
应和宗论	yinghezonglun
应化	yinghua
应化法身	yinghuafashen
应化利生	yinghualisheng
应化身	yinghuashen
应化声闻	yinghuashengwen
应化在恶道	yinghuazaiedao
应化在人间	yinghuazairenjian
应悔过	yinghuiguo
应迹	yingji
应机说法	yingjishuofa
迎江寺	yingjiangsi
应金玉堂	yingjinyutang
应金玉堂居士	yingjinyutangjushi
莹珂	yingke
应理圆实宗	yingliyuanshizong
应量器	yingliangqi
璎珞	yingluo
瀛妙和尚	yingmiaoheshang
应器	yingqi
应人	yingren
应如	yingru
莹山清规	yingshanqinggui
莹山绍瑾	yingshanshaojin
应身	yingshen
应身土	yingshentu
英师	yingshi
应颂	yingsong
应土	yingtu
应现	yingxian
迎仙桥祗园寺	yingxianqiaozhiyuansi
影向众	yingxiangzhong
影响众	yingxiangzhong
英雄也有流泪时	yingxiongyeyouliuleishi
应缘而化物	yingyuanerhuawu
应正遍知	yingzhengbianzhi
英仲法俊	yingzhongfajun
蝇子投窗	yingzitouchuang
永安禅师	yonganchanshi
永安市圆明寺	yonganshiyuanmingsi
雍布拉岗	yongbulagang
永不现行位	yongbuxianxingwei
永参法师	yongcanfashi
永慈禅师	yongcichanshi
用大	yongda
永道	yongdao
永道法师	yongdaofashi
勇父	yongfu
永公	yonggong
雍和宫	yonghegong
用会作么	yonghuizuome
永嘉玄觉	yongjiaxuanjue
永嘉玄觉禅师	yongjiaxuanjuechanshi
永嘉真觉禅师	yongjiazhenjuechanshi
永嘉真觉大师	yongjiazhenjuedashi
永嘉证道歌	yongjiazhengdaoge
永劫	yongjie
勇金刚	yongjingang
